id,title,movement,case_material,year,condition,ref,box,papers,country,region,case_diameter,price,url,note,hot_48
20555831,Rolex Cosmograph Daytona 18k Everose Gold (black set with...,Manual winding,Rose gold,2021,Unworn,116515ln,Y,Y,Croatia,Pula,40 mm,"S$72,282",https://www.chrono24.sg/rolex/cosmograph-daytona-18k-everose-gold-black-set-with-diamonds-dial-unworn-2021--id20555831.htm,Top,
20145861,Rolex Sky-Dweller 42mm Black Dial Jubilee Bracelet Stainless...,Automatic,Gold/Steel,2021,New,326933,Y,Y,United States of America,"New York, New York",42 mm,"S$35,323",https://www.chrono24.sg/rolex/rolex-sky-dweller-42mm-black-dial-jubilee-bracelet-stainless-steel-and-yellow-gold-2021--id20145861.htm,,
19030836,Rolex Datejust - Steel Jubilee Fluted - Blue index - 2019,Automatic,Steel,2019,Very good,126334,Y,N,Belgium,Wemmel,41 mm,"S$17,835",https://www.chrono24.sg/rolex/rolex-datejust---steel-jubilee-fluted---blue-index---2019--id19030836.htm,,
19613354,Rolex Datejust 16220,Automatic,Steel,1997,Very good,16220,N,N,United States of America,"New York, Hartsdale",36 mm,"S$6,722",https://www.chrono24.sg/rolex/datejust-16220--id19613354.htm,,
17038864,Rolex Datejust II - 116300,Automatic,Steel,2013,Very good,116300,Y,Y,France,Paris,41 mm,"S$11,858",https://www.chrono24.sg/rolex/rolex-datejust-ii---116300--id17038864.htm,,
20753874,"Rolex Oyster Perpetual 31mm, Ref. 177200, SS, Dial Silver...",Automatic,Steel,2017,Very good,177200-0009,Y,Y,Switzerland,Chiasso,31 mm,"S$7,632",https://www.chrono24.sg/rolex/rolex-rolex-oyster-perpetual-31mm-ref-177200-ss-dial-silver-arabicpink-bar-full-set-2017--id20753874.htm,,
20779813,"Rolex 1996 Stainless Steel Rolex GMT Master 2 16710 ""Coke""...",Automatic,Steel,1996,Very good,16710,Y,N,United Kingdom,Brighton,40 mm,"S$17,813",https://www.chrono24.sg/rolex/rolex-1996-stainless-steel-rolex-gmt-master-2-16710-coke-with-rolex-box--id20779813.htm,,
20029343,Rolex Yacht-master 126655 40mm Oyster Perpetual,Automatic,Rose gold,2021,New,126655-0005,Y,Y,UAE,dubai,40 mm,"S$46,293",https://www.chrono24.sg/rolex/rolex-yacht-master-126655-40mm-oyster-perpetual--id20029343.htm,,
20716264,Rolex Daytona Eye Of The Tiger Yellow Gold | 116598TBR,Automatic,Yellow gold,2021,New,116598TBR,Y,Y,Switzerland,Geneva,-,Price on request,https://www.chrono24.sg/rolex/rolex-daytona-eye-of-the-tiger-yellow-gold--116598tbr--id20716264.htm,,
18597462,Rolex GMT-Master II,Automatic,Steel,2019,Very good,116710BLNR,Y,Y,Italy,salemi,40 mm,"S$25,502",https://www.chrono24.sg/rolex/gmt-master-ii--id18597462.htm,,
15370049,Rolex Daytona 116508 Paul Newman Black Dial Gold,Automatic,Yellow gold,2020,New,116508,Y,Y,United States of America,"New York, New York",40 mm,"S$71,881",https://www.chrono24.sg/rolex/rolex-daytona-116508-paul-newman-black-dial-gold--id15370049.htm,,
20041110,Rolex Explorer II  16570 mit Box & Papiere,Automatic,Steel,1999,Very good,16570,Y,Y,Germany,Hamburg,40 mm,"S$14,455",https://www.chrono24.sg/rolex/rolex-explorer-ii--16570-mit-box--papiere--id20041110.htm,,
9822751,Rolex Vintage Rolex 8570  @ KENJO NYC,Manual winding,Yellow gold,1950,Good,Rolex 8570,Y,N,United States of America,"New York, New York City",35 mm,"S$8,077",https://www.chrono24.sg/rolex/vintage-rolex-8570---kenjo-nyc--id9822751.htm,,
20545974,Rolex Submariner 16613 | Black Dial | Stainless Steel & 18k...,Automatic,Gold/Steel,1990,Very good,16613,N,N,United Kingdom,London,40 mm,"S$17,051",https://www.chrono24.sg/rolex/submariner-16613--black-dial--stainless-steel--18k-yellow-gold--id20545974.htm,,
18065297,Rolex Submariner 16610 Date Steel 40mm-Blue Diamond Sapphire...,Automatic,Steel,-,Very good,16610,Y,N,United States of America,"California, Los Angeles",40 mm,"S$26,061",https://www.chrono24.sg/rolex/rolex-submariner-16610-date-steel-40mm-blue-diamond-sapphire-bezel-diamond-lugs--id18065297.htm,,
20668259,Rolex Submariner Ref. 14060,Automatic,Steel,1997,Very good,14060,N,N,Italy,bologna,40 mm,"S$13,644",https://www.chrono24.sg/rolex/rolex-submariner-ref-14060--id20668259.htm,,
19667629,Rolex GMT-Master - 1675 Tiger Eye Root Beer - TOP condition,Automatic,Gold/Steel,1979,Very good,1675,N,N,Italy,Milano,40 mm,"S$21,928",https://www.chrono24.sg/rolex/rolex-gmt-master---1675-tiger-eye-root-beer---top-condition--id19667629.htm,,
7278810,Rolex 1500 Perpetual Date Chronometer 14k Yellow Gold Men's Watch,Automatic,-,-,Good,-,N,N,United States of America,"California, Orange",-,"S$11,660",https://www.chrono24.sg/rolex/1500-perpetual-date-chronometer-14k-yellow-gold-mens-watch--id7278810.htm,,
20791167,Rolex GMT-Master II ref. 16710 Pepsi D Serial Box 2006,Automatic,Steel,2006,Very good,16710,Y,N,Italy,San Giovanni Valdarno,40 mm,"S$20,466",https://www.chrono24.sg/rolex/rolex-gmt-master-ii-ref-16710-pepsi-d-serial-box-2006--id20791167.htm,,
20375472,Rolex 2021 Oyster Perpetual 36 Turquoise Tiffany Blue Box/Pape...,Automatic,Steel,2021,New,126000,Y,Y,United States of America,"California, Los Angeles",36 mm,"S$20,232",https://www.chrono24.sg/rolex/rolex-2021-oyster-perpetual-36-turquoise-tiffany-blue-boxpaperscard--id20375472.htm,,
14872259,Rolex Explorer,Automatic,Steel,2016,Very good,214270,Y,N,Italy,Arluno,39 mm,"S$12,995",https://www.chrono24.sg/rolex/explorer--id14872259.htm,,
20038286,Rolex Sea-Dweller,Automatic,Steel,1994,Very good,16600,Y,N,Italy,Milano,40 mm,"S$14,050",https://www.chrono24.sg/rolex/sea-dweller--id20038286.htm,,
20526073,Rolex Submariner,Automatic,Steel,1996,Very good,14060,N,N,United Kingdom,"Guildford,Surrey",40 mm,"S$15,146",https://www.chrono24.sg/rolex/rolex-submariner--id20526073.htm,,
16714756,Rolex Datejust,Automatic,-,2013,Very good,-,Y,N,United States of America,"Georgia, Atlanta",31 mm,"S$20,563",https://www.chrono24.sg/rolex/datejust--id16714756.htm,,
18666927,Rolex Submariner 5513 PRE-COMEX - 1977,Automatic,Steel,1977,Very good,5513,N,N,Italy,Milano,40 mm,"S$27,613",https://www.chrono24.sg/rolex/rolex-submariner-5513-pre-comex---1977--id18666927.htm,,
17738452,Rolex Datejust 41mm Steel Diamonds Pave Dial Black Arabic...,-,Steel,2019,Unworn,126300,Y,N,United States of America,"New York, New York",-,"S$24,143",https://www.chrono24.sg/rolex/rolex-rolex-datejust-41mm-steel-diamonds-pave-dial-black-arabic-numerals-126300--id17738452.htm,,
19271311,Rolex Submariner James Bond Brown Dial 5508,Automatic,Steel,1961,Very good,5508,N,N,Italy,Roma,37 mm,"S$30,050",https://www.chrono24.sg/rolex/rolex-submariner-james-bond-brown-dial-5508--id19271311.htm,,
20351451,Rolex Day-Date Oyster ref. 118209 Rhodium Dial Box and...,Automatic,White gold,2000,Very good,118209,Y,Y,Italy,San Giovanni Valdarno,36 mm,"S$30,537",https://www.chrono24.sg/rolex/rolex-day-date-oyster-ref-118209-rhodium-dial-box-and-warranty-2000--id20351451.htm,,
19001564,Rolex Daytona NEW 2019 STICKERS ITALIAN PAPER,Automatic,Platinum,2019,New,116506,Y,Y,Italy,Milano,40 mm,"S$227,404",https://www.chrono24.sg/rolex/rolex-daytona-new-2019-stickers-italian-paper--id19001564.htm,,
18790052,Rolex Datejust,Automatic,Steel,1981,Very good,16000,N,N,Italy,Napoli,36 x 42 mm,Price on request,https://www.chrono24.sg/rolex/rolex-datejust--id18790052.htm,,
16074510,Rolex,Automatic,Rose gold,1978,Good,-,N,Y,Italy,Pesaro,33 mm,"S$12,215",https://www.chrono24.sg/rolex/rolex--id16074510.htm,,
20692034,Rolex Oyster Perpetual 36 Tiffany dial NEW,Automatic,Steel,2021,New,126000,Y,Y,Switzerland,Genève (Delivery worldwide),36 mm,"S$20,954",https://www.chrono24.sg/rolex/rolex-oyster-perpetual-36-tiffany-dial-new--id20692034.htm,,
20590004,Rolex 116515 Daytona Rosegold-Oysterflex NEU August 2021 B &...,Automatic,Rose gold,2021,New,116515ln Daytona ROSE NEU,Y,Y,Germany,Eltville,40 mm,"S$64,891",https://www.chrono24.sg/rolex/rolex-116515-daytona-rosegold-oysterflex-neu-august-2021-b--p--eu-sofort--id20590004.htm,,
20211557,Rolex Datejust 31,Automatic,Gold/Steel,2020,New,278271,Y,Y,Turkey,Istanbul,31 x 37 mm,"S$17,055",https://www.chrono24.sg/rolex/rolex-datejust-31--id20211557.htm,,
20055085,"Rolex Explorer I 39mm, Ref: 214270",Automatic,Steel,2015,Very good,214270,Y,N,United Kingdom,London,39 mm,"S$13,050",https://www.chrono24.sg/rolex/rolex-explorer-i-39mm-ref-214270--id20055085.htm,,
19460942,Rolex DAYTONA EVEROSE BAGUETTE DIAL Sundust FULL STICKERS 2021...,Automatic,Rose gold,2021,New,116505,Y,Y,Italy,Saronno,40 mm,"S$121,824",https://www.chrono24.sg/rolex/rolex-daytona-everose-baguette-dial-sundust-full-stickers-2021-116505-rose-gold-18kt-diamond--id19460942.htm,,
17697570,Rolex Milgauss 1019 Zifferblatt Schwarz  1968 / aus privater...,Automatic,Steel,1968,Very good,1019 Milgauss Zifferblatt Schwarz 1968,Y,N,Germany,Eltville,38 mm,"S$73,094",https://www.chrono24.sg/rolex/rolex-milgauss-1019-zifferblatt-schwarz--1968--aus-privater-sammlung--id17697570.htm,,
20690713,Rolex Sea-Dweller 16600 Only Swiss Dial - Very Good Condition...,Automatic,Steel,1998,Very good,16600,Y,N,Italy,Perugia,40 mm,"S$13,969",https://www.chrono24.sg/rolex/rolex-sea-dweller-16600-only-swiss-dial---very-good-condition---1998--id20690713.htm,,
20015635,Rolex Explorer II,Automatic,Steel,2000,Very good,16570,N,Y,Bulgaria,Varna,40 mm,"S$13,482",https://www.chrono24.sg/rolex/rolex-explorer-ii--id20015635.htm,,
19774291,Rolex Datejust Oysterquartz,Quartz,Steel,1977,Good,17000,Y,N,Spain,Madrid,36 x 42 mm,"S$8,122",https://www.chrono24.sg/rolex/rolex-datejust-oysterquartz--id19774291.htm,,
18838799,Rolex Daytona 116523 Stainless Steel & 18k Yellow Gold Black...,Automatic,Gold/Steel,2003,Very good,116523,N,N,United Kingdom,London,40 mm,"S$29,434",https://www.chrono24.sg/rolex/daytona-116523-stainless-steel--18k-yellow-gold-black-mother-of-pearl-dial--id18838799.htm,,
18593760,Rolex Submariner Kermit 16610 LV Fat Four avec Service,Automatic,Steel,2004,-,-,N,N,Belgium,Bruxelles,40 mm,"S$29,156",https://www.chrono24.sg/rolex/submariner-kermit-16610-lv-fat-four-avec-service--id18593760.htm,,
19778867,"Rolex GMT-Master II ""Batman""",Automatic,Steel,2018,Unworn,116710BLNR,Y,Y,Italy,Roma,40 mm,"S$28,426",https://www.chrono24.sg/rolex/rolex-gmt-master-ii-batman--id19778867.htm,,
20258880,Rolex Yachtmaster,Automatic,Gold/Steel,2007,Very good,16623,Y,Y,United States of America,"New York, Loudonville",-,"S$16,460",https://www.chrono24.sg/rolex/rolex-yachtmaster--id20258880.htm,,
20583522,Rolex Bi Metal “White Dial” Cosmograph Daytona - 2021 Card -...,Automatic,Gold/Steel,2021,New,116503-0001,Y,Y,United Kingdom,Hayling Island,40 mm,"S$35,245",https://www.chrono24.sg/rolex/rolex-rolex-bi-metal-white-dial-cosmograph-daytona---2021-card---116503---id20583522.htm,,
20337980,Rolex Daytona 116508 Yellow Gold with Green Dial,Automatic,Yellow gold,2021,New,116508,Y,Y,United States of America,"New York, Brooklyn",40 mm,"S$129,633",https://www.chrono24.sg/rolex/rolex-daytona-116508-yellow-gold-with-green-dial--id20337980.htm,,
20623858,Rolex Datejust 126233 New champagne dial,Automatic,Gold/Steel,2021,Unworn,126233,Y,Y,Italy,arezzo,36 mm,"S$21,035",https://www.chrono24.sg/rolex/rolex-datejust-126233-new-champagne-dial--id20623858.htm,,
20568457,Rolex Datejust 41 White Gold & Steel Mother of Pearl Diamond...,-,Steel,2021,New,126334-0020,Y,Y,United States of America,"New York, New York",-,"S$21,828",https://www.chrono24.sg/rolex/rolex-datejust-41-white-gold--steel-mother-of-pearl-diamond-dial-126334--id20568457.htm,,
17744185,Rolex Oyster Perpetual Gelbgold,Automatic,Yellow gold,1965,Very good,6627,N,N,Germany,München,30 mm,"S$17,543",https://www.chrono24.sg/rolex/oyster-perpetual-gelbgold--id17744185.htm,,
20261329,Rolex Cosmograph Daytona Ref. 116520 Black Dial,Automatic,Steel,2008,Very good,116520,N,N,Switzerland,Nottwil,40 mm,"S$35,168",https://www.chrono24.sg/rolex/rolex-rolex-cosmograph-daytona-ref-116520-black-dial--id20261329.htm,,
20678192,Rolex Datejust 126200 36mm Blue Jubilee (Unworn B&P August 2021),Automatic,Steel,2021,Unworn,126200-0005,Y,Y,The Netherlands,Emmen,36 mm,"S$13,643",https://www.chrono24.sg/rolex/rolex-datejust-126200-36mm-blue-jubilee-unworn-bp-august-2021--id20678192.htm,,
19761055,Rolex Milgauss Blue 116400GV Unworn 2020,Automatic,Steel,2020,Unworn,m116400gv-0002,Y,Y,United States of America,"New York, New York",40 mm,"S$17,799",https://www.chrono24.sg/rolex/rolex-milgauss-blue-116400gv-unworn-2020--id19761055.htm,,
18888400,Rolex Oyster Perpetual 34 New 2021,Automatic,Steel,2021,New,124200,Y,Y,Italy,Milano,34 mm,"S$9,908",https://www.chrono24.sg/rolex/rolex-oyster-perpetual-34-new-2021--id18888400.htm,,
20235596,Rolex Datejust - 126334 Wimbledon,Automatic,Steel,2019,Very good,126334,Y,Y,France,Paris,41 mm,"S$19,329",https://www.chrono24.sg/rolex/rolex-datejust---126334-wimbledon--id20235596.htm,,
19280064,Rolex Submariner Date (W)1995 Stainless steel,Automatic,Steel,1995,Very good,16610,Y,N,Portugal,Lisboa,40 mm,"S$15,025",https://www.chrono24.sg/rolex/rolex-submariner-date-w1995-stainless-steel--id19280064.htm,,
20786952,Rolex Turnograph Steel White Gold Bezel White Dial Mens Watch...,Automatic,Steel,2005,Very good,116264,Y,N,United States of America,"Georgia, Atlanta",36 mm,"S$11,345",https://www.chrono24.sg/rolex/turnograph-steel-white-gold-bezel-white-dial-mens-watch-116264--id20786952.htm,,
20113382,Rolex Datejust 36mm 18K Gold Steel Champagne Dial Automatic...,Automatic,Steel,1978,Good,-,Y,Y,United States of America,"New York, NYC",36 mm,"S$8,778",https://www.chrono24.sg/rolex/datejust-36mm-18k-gold-steel-champagne-dial-automatic-mens-watch-16013--id20113382.htm,,
20083223,Rolex 116233G Datejust Steel & Gold 36mm Random serial W Card,Automatic,Gold/Steel,2013,Very good,116233,Y,Y,Hong Kong,,36 mm,"S$14,111",https://www.chrono24.sg/rolex/rolex-116233g-datejust-steel--gold-36mm-random-serial-w-card--id20083223.htm,,
20592729,Rolex Datejust Ref.126334 Rhodium Full Set 2020,Automatic,Steel,2020,Very good,126334,Y,Y,Germany,münchen,41 mm,"S$19,313",https://www.chrono24.sg/rolex/rolex-datejust-ref126334-rhodium-full-set-2020--id20592729.htm,,
19618465,Rolex Datejust 36mm 18K Rose Gold Steel Chocolate Dial Ladies...,Automatic,Steel,2010,Unworn,-,Y,N,United States of America,"New York, NYC",36 mm,"S$15,774",https://www.chrono24.sg/rolex/datejust-36mm-18k-rose-gold-steel-chocolate-dial-ladies-watch-116231chfdaj--id19618465.htm,,
20399411,Rolex GMT Master 1675 Long E Fullset mit Flexband,Automatic,Steel,1969,Very good,Rolex GMT Master 1675 Long E Fullset mit Flexband,Y,Y,Germany,Heilbronn,-,"S$40,446",https://www.chrono24.sg/rolex/rolex-gmt-master-1675-long-e-fullset-mit-flexband--id20399411.htm,,
20476785,Rolex Submariner No-Date Stainless Lume Black 40mm Watch 14060,Automatic,Steel,-,Very good,-,N,N,United States of America,"New York, Massapequa Park",40 mm,"S$14,600",https://www.chrono24.sg/rolex/submariner-no-date-stainless-lume-black-40mm-watch-14060--id20476785.htm,,
20717309,Rolex Lady-Datejust,Automatic,Gold/Steel,2013,Very good,178273,Y,Y,Switzerland,Ebmatingen,31 mm,"S$12,720",https://www.chrono24.sg/rolex/lady-datejust--id20717309.htm,,
16893916,Rolex Ovetto Bubble back 6048 perpetual,Automatic,Yellow gold,1940,Good,6048,N,N,Italy,Torino,32 mm,"S$6,497",https://www.chrono24.sg/rolex/rolex-ovetto-bubble-back-6048-perpetual--id16893916.htm,,
15393337,Rolex Oyster Perpetual GMT Master II - Coke Bezel - 'Fat Lady'...,Automatic,Steel,1999,Very good,16760,N,N,United Kingdom,Bradford,40 x 46 mm,"S$21,814",https://www.chrono24.sg/rolex/rolex-oyster-perpetual-gmt-master-ii---coke-bezel---fat-lady---ref-16760---c1984--id15393337.htm,,
19611094,Rolex Datejust Oysterquartz 17000,Quartz,Steel,1978,Very good,17000,N,N,The Netherlands,Maastricht,36 mm,"S$11,289",https://www.chrono24.sg/rolex/datejust-oysterquartz-17000--id19611094.htm,,
20180131,Rolex Submariner Date 41mm Neu,Automatic,Steel,2021,New,126610LN,Y,Y,Germany,Mannheim,41 x 40 mm,"S$22,237",https://www.chrono24.sg/rolex/rolex-submariner-date-41mm-neu--id20180131.htm,,
20686763,Rolex Explorer 36 | 124270 | NEW | FULLSET | 8/21,Automatic,Steel,2021,Unworn,114270,Y,Y,Germany,Berlin,36 mm,"S$13,969",https://www.chrono24.sg/rolex/rolex-explorer-36--124270--new--fullset--821--id20686763.htm,Top,
19118955,Rolex Datejust,Automatic,Steel,2017,Very good,116234,Y,Y,Italy,GROSSETO,36 mm,"S$15,431",https://www.chrono24.sg/rolex/rolex-datejust--id19118955.htm,,
12253424,Rolex GMT Master II Tiger Eye Tritium Faded Bezel,Automatic,Gold/Steel,1992,Good,16713,N,N,Germany,Puchheim bei München,40 mm,"S$17,054",https://www.chrono24.sg/rolex/gmt-master-ii-tiger-eye-tritium-faded-bezel--id12253424.htm,,
20200448,Rolex Datejust Oysterquartz,Quartz,Steel,1978,Good,17000,N,N,Spain,Valencia,36 x 42 mm,"S$8,869",https://www.chrono24.sg/rolex/datejust-oysterquartz--id20200448.htm,,
19631077,"Rolex Submariner ref. 5513 ""Waterpolo""",Automatic,Steel,1969,Good,5513,N,N,The Netherlands,Amsterdam,40 mm,"S$47,105",https://www.chrono24.sg/rolex/rolex-submariner-ref-5513-waterpolo--id19631077.htm,,
20527009,Rolex Datejust - 03/2018 - LC 100 - ZB Rhodium - wie neu,Automatic,Steel,2018,Very good,126300,Y,Y,Germany,Gelsenkirchen,41 x 48 mm,"S$13,888",https://www.chrono24.sg/rolex/rolex-datejust---032018---lc-100---zb-rhodium---wie-neu--id20527009.htm,,
15493340,Rolex Sky-Dweller,Automatic,White gold,2015,Very good,326139,Y,Y,United Kingdom,county durham,42 mm,"S$44,771",https://www.chrono24.sg/rolex/sky-dweller--id15493340.htm,,
12868837,Rolex GMT-Master II Steel Ceramic Bezel Black Dial Green Hand...,Automatic,Steel,-,Very good,116710 LN,N,Y,United States of America,"New York, New York",40 x 48 mm,"S$19,472",https://www.chrono24.sg/rolex/gmt-master-ii-steel-ceramic-bezel-black-dial-green-hand-on-black-velcro-rubber-b--id12868837.htm,,
20700502,Rolex GMT-Master II 16713 with Box and Papers,Automatic,Gold/Steel,2003,Very good,16713,Y,Y,United Kingdom,Essex,40 mm,"S$19,042",https://www.chrono24.sg/rolex/gmt-master-ii-16713-with-box-and-papers--id20700502.htm,,
20314626,Rolex Yacht-master 40mm Oyster Perpetual 126655 anno 2021 NEW,Automatic,Rose gold,2021,Unworn,126655-0005,Y,Y,Italy,Fornacette (PI),40 mm,"S$45,318",https://www.chrono24.sg/rolex/rolex-yacht-master-40mm-oyster-perpetual-126655-anno-2021-new--id20314626.htm,,
20729245,"Rolex Day-Date 18038, Strichindizes, 1988, Sehr Gut, Gehäuse...",Automatic,Yellow gold,1988,Very good,18038,N,N,Germany,Berlin,36 mm,"S$24,673",https://www.chrono24.sg/rolex/day-date-18038-strichindizes-1988-sehr-gut-gehaeuse-gelbgold-band-gelbgold--id20729245.htm,,
19282644,Rolex 326934 Sky-Dweller Steel with Black Dial (2017),Automatic,Steel,2019,Very good,326934,Y,Y,Belgium,Antwerp,42 mm,"S$31,479",https://www.chrono24.sg/rolex/rolex-326934-sky-dweller-steel-with-black-dial-2017--id19282644.htm,,
20329166,Rolex GMT-Master II   JUBILEE,Automatic,Steel,1992,Very good,16710,N,Y,Italy,Firenze,40 mm,"S$23,553",https://www.chrono24.sg/rolex/rolex-gmt-master-ii---jubilee--id20329166.htm,,
20647628,Rolex Datejust 18K Gold Automatik Damenuhr Oyster Perpetual...,Automatic,Yellow gold,1985,Very good,69178,Y,Y,Germany,Karlsruhe,26 mm,"S$11,939",https://www.chrono24.sg/rolex/datejust-18k-gold-automatik-damenuhr-oyster-perpetual-ref-69178-bp--id20647628.htm,,
20556428,Rolex Daytona Cosmograph In 18k Yellow Gold - MOP Mother Of...,Automatic,Yellow gold,2005,Very good,116518,Y,N,Monaco,Monaco,40 mm,"S$45,156",https://www.chrono24.sg/rolex/daytona-cosmograph-in-18k-yellow-gold---mop-mother-of-pearl-diamond-dial---no-papers--id20556428.htm,,
20063139,Rolex Submariner no Date Ref. 5513,Automatic,Steel,1987,Very good,5513,Y,Y,Germany,München,40 mm,"S$24,332",https://www.chrono24.sg/rolex/submariner-no-date-ref-5513--id20063139.htm,,
20182214,Rolex 228206 Day-Date 40 Platinum Ice Blue  Index Dial 2021,Automatic,Platinum,2021,Unworn,228206,Y,Y,United States of America,"Florida, Miami",40 mm,"S$96,023",https://www.chrono24.sg/rolex/rolex-228206-day-date-40-platinum-ice-blue--index-dial-2021--id20182214.htm,,
19698205,Rolex Daytona 116509 Racing Dial Perfect condition,Automatic,White gold,2011,Very good,116509,Y,Y,Italy,Roma,40 mm,"S$57,663",https://www.chrono24.sg/rolex/rolex-daytona-116509-racing-dial-perfect-condition--id19698205.htm,,
20697269,Rolex Explorer II Ref. 216570,Automatic,Steel,2018,Very good,216570,Y,Y,The Netherlands,Maastricht,42 mm,"S$15,837",https://www.chrono24.sg/rolex/explorer-ii-ref-216570--id20697269.htm,,
17657124,Rolex 16700 GMT-Master Unpolished,Automatic,Steel,1994,Very good,16700,Y,Y,Italy,Milano,40 mm,"S$25,177",https://www.chrono24.sg/rolex/rolex-16700-gmt-master-unpolished--id17657124.htm,,
20424951,Rolex Datejust 36 mm Automatic Stahl ROLEX Fullset Box +...,Automatic,Steel,1998,Very good,16200,Y,Y,Germany,München,36 mm,"S$11,354",https://www.chrono24.sg/rolex/datejust-36-mm-automatic-stahl-rolex-fullset-box--papiere--servicepapiere--id20424951.htm,,
20135563,Rolex Daytona oro Gold racing full set rrr new nuovo plastiche...,Automatic,White gold,2006,New,116509,Y,Y,Italy,Senigallia,40 mm,"S$68,059",https://www.chrono24.sg/rolex/rolex-daytona-oro-gold-racing-full-set-rrr-new-nuovo-plastiche-stikered--id20135563.htm,,
12822591,Rolex Datejust 41mm Fluted Wimbledon Dial Oyster 126334 Unworn,Automatic,Steel,2020,Unworn,126334,Y,Y,United States of America,"New York, New York",41 mm,"S$19,541",https://www.chrono24.sg/rolex/rolex-datejust-41mm-fluted-wimbledon-dial-oyster-126334-unworn--id12822591.htm,,
18586987,Rolex Datejust 36 mm Stahl Jubilee Bracelet Mint Tresoruhr...,Automatic,Steel,1986,Very good,16030,Y,N,Germany,München,36 mm,"S$9,730",https://www.chrono24.sg/rolex/datejust-36-mm-stahl-jubilee-bracelet-mint-tresoruhr-rolex-box--id18586987.htm,,
20669364,"Rolex Oyster Perpetual 41 ""Tiffany Dial"" Oyster Perpetual...",Automatic,Steel,2021,Very good,124300,Y,Y,Germany,Karlsruhe,41 mm,"S$24,121",https://www.chrono24.sg/rolex/oyster-perpetual-41-tiffany-dial-oyster-perpetual-stahl-ref-124300-bp--id20669364.htm,,
20398922,Rolex Submariner Date 126619lb Box Papiere 2021 750er Gold,Automatic,White gold,2021,Unworn,126619LB-0003,Y,Y,Germany,Hamburg,41 mm,"S$74,719",https://www.chrono24.sg/rolex/rolex-rolex-submariner-date-126619lb-box-papiere-2021-750er-gold--id20398922.htm,,
20483657,Rolex Day-Date Everose Chocolate Dial 118235,Automatic,Rose gold,2015,Very good,118235,Y,Y,The Netherlands,Maastricht,36 mm,"S$44,669",https://www.chrono24.sg/rolex/day-date-everose-chocolate-dial-118235--id20483657.htm,,
20356456,"Rolex Daytona ""Panda"" Unworn/Unsized 2021 - White Dial on...",Automatic,Steel,2021,New,116500LN,Y,Y,Canada,Montreal,40 mm,"S$56,615",https://www.chrono24.sg/rolex/rolex-daytona-panda-unwornunsized-2021---white-dial-on-ceramic-bezel--id20356456.htm,,
20098837,Rolex GMT-Master II MK1 Dial Pepsi 126710BLRO Unworn Stickers,Automatic,Steel,2018,New,126710BLRO,Y,Y,United Kingdom,Stevenage,40 mm,"S$32,378",https://www.chrono24.sg/rolex/rolex-gmt-master-ii-mk1-dial-pepsi-126710blro-unworn-stickers--id20098837.htm,,
20281255,Rolex Oyster Perpetual,Automatic,Steel,-,Good,6564,N,N,United States of America,"Texas, Houston",34 mm,"S$2,744",https://www.chrono24.sg/rolex/oyster-perpetual--id20281255.htm,,
19078561,Rolex Date 34 Stahl / Weissgold Herrenuhr Oyster Perpetual...,Automatic,Gold/Steel,2021,Unworn,115234,Y,Y,Germany,Karlsruhe,34 mm,"S$14,375",https://www.chrono24.sg/rolex/date-34-stahl--weissgold-herrenuhr-oyster-perpetual-ref-115234-bp-neu--id19078561.htm,,
20061201,Rolex White Gold Day-Date 40 Black Stick Dial 228239 Unworn,Automatic,White gold,2020,Unworn,228239,Y,Y,United States of America,"New York, New York",40 mm,"S$64,467",https://www.chrono24.sg/rolex/rolex-white-gold-day-date-40-black-stick-dial-228239-unworn--id20061201.htm,,
19008615,Rolex 2021 Oyster Perpetual 31 Yellow Dial NEW 277200,Automatic,Steel,2021,New,277200,Y,Y,United States of America,"Florida, Orlando",31 mm,"S$10,940",https://www.chrono24.sg/rolex/rolex-2021-oyster-perpetual-31-yellow-dial-new-277200--id19008615.htm,,
20555998,Rolex Air-King,Automatic,Steel,-,Very good,14000,N,N,United States of America,"Texas, Dallas",33 mm,"S$5,336",https://www.chrono24.sg/rolex/air-king--id20555998.htm,,
20417209,"Rolex Datejust II ""Wimbledon"" 2021 LIKE NEW 41mm Full Set",Automatic,Steel,2021,Very good,126334,Y,Y,Italy,Brescia,41 mm,"S$20,142",https://www.chrono24.sg/rolex/rolex-datejust-ii-wimbledon-2021-like-new-41mm-full-set--id20417209.htm,,
20517303,Rolex Datejust,Automatic,Gold/Steel,2005,Very good,16233,Y,Y,India,Bangalore,36 mm,"S$16,814",https://www.chrono24.sg/rolex/datejust--id20517303.htm,,
19759526,Rolex 124200 Oyster Perpetual 34 Watch Domed Bezel Pink Index...,Automatic,Steel,2021,Unworn,124200,Y,Y,United States of America,"New York, NEW YORK",34 mm,"S$9,740",https://www.chrono24.sg/rolex/rolex-124200-oyster-perpetual-34-watch-domed-bezel-pink-index-dial-oyster-bracelet-34mm--id19759526.htm,,
19728363,Rolex GMT-Master II Pepsi,Automatic,Steel,2005,Very good,16710T,N,N,Germany,Hamburg,40 mm,"S$21,035",https://www.chrono24.sg/rolex/rolex-gmt-master-ii-pepsi--id19728363.htm,,
