id,title,movement,case_material,year,condition,ref,box,papers,country,region,case_diameter,price,url,note,hot_48
19730207,Rolex Datejust Box&Paper Tapestry dial,Automatic,Steel,1986,Very good,16014,Y,Y,The Netherlands,Naarden,36 mm,"S$10,558",https://www.chrono24.sg/rolex/rolex-datejust-boxpaper-tapestry-dial--id19730207.htm,,
20556433,Rolex Yacht-Master 40mm Steel And Platinum - With Box And Papers,Automatic,Steel,2002,Very good,116622,N,Y,Monaco,Monaco,40 mm,"S$15,269",https://www.chrono24.sg/rolex/yacht-master-40mm-steel-and-platinum---with-box-and-papers--id20556433.htm,,
20688765,Rolex Datejust II,Automatic,Steel,2016,Good,116334,N,N,Australia,Waterloo,41 mm,"S$14,174",https://www.chrono24.sg/rolex/datejust-ii--id20688765.htm,,
19426984,Rolex Submariner  No Date ref 5513,Automatic,Steel,1985,Very good,5513,N,N,Italy,ISEO (BS),40 mm,"S$19,492",https://www.chrono24.sg/rolex/rolex-submariner--no-date-ref-5513--id19426984.htm,,
19457588,"Rolex Submariner ""James Bond """,Automatic,-,1957,Very good,6538,N,Y,Italy,carpi,40 mm,"S$194,918",https://www.chrono24.sg/rolex/submariner-james-bond---id19457588.htm,,
20076952,Rolex AirKing 34 Argento Oyster 5500 Silver Lining,Automatic,Steel,1988,Good,5500,N,N,Italy,Bologna,-,"S$5,669",https://www.chrono24.sg/rolex/rolex-airking-34-argento-oyster-5500-silver-lining--id20076952.htm,,
9884919,Rolex Datejust Oyster Perpetual Wimbledon 126300 41mm Grey...,Automatic,Steel,2021,New,126300,Y,Y,Italy,L'Aquila,41 mm,"S$17,054",https://www.chrono24.sg/rolex/rolex-datejust-oyster-perpetual-wimbledon-126300-41mm-grey-dial-jubilee-my--id9884919.htm,,
17928609,Rolex Daytona 116598 SACO LEOPARD,Automatic,Yellow gold,2011,Very good,116598 SACO,Y,N,United States of America,"New York, Manhattan",40 mm,"S$106,998",https://www.chrono24.sg/rolex/rolex-daytona-116598-saco-leopard--id17928609.htm,,
19190393,Rolex Oyster Perpetual Date with paper,Automatic,Steel,1991,Very good,15200,Y,Y,Italy,Roma,34 mm,"S$7,634",https://www.chrono24.sg/rolex/rolex-oyster-perpetual-date-with-paper--id19190393.htm,,
20566066,Rolex Yacht-Master,Automatic,Rose gold,2018,Very good,116655,Y,Y,United Kingdom,Carlisle,40 mm,"S$45,723",https://www.chrono24.sg/rolex/rolex-yacht-master--id20566066.htm,,
20193948,Rolex Day-Date 40 NEW 2021,Automatic,Platinum,2021,New,228206-0004,Y,Y,Italy,Milano,40 mm,"S$112,078",https://www.chrono24.sg/rolex/rolex-day-date-40-new-2021--id20193948.htm,,
20351215,Rolex Oyster Perpetual Daytona 116523,Automatic,Steel,2000,Very good,116523,N,N,United States of America,"New York, New York",40 mm,"S$23,319",https://www.chrono24.sg/rolex/oyster-perpetual-daytona-116523--id20351215.htm,,
17069977,Rolex Datejust II Customized Rainbow Bezel and Dial Fixing,Automatic,Steel,-,Very good,116300,Y,Y,UAE,Dubai,41 mm,"S$17,833",https://www.chrono24.sg/rolex/rolex-datejust-ii-customized-rainbow-bezel-and-dial-fixing--id17069977.htm,,
19972497,Rolex Oyster Perpetual,Automatic,Steel,2015,Very good,116000,Y,Y,Germany,Koblenz,36 mm,"S$10,396",https://www.chrono24.sg/rolex/rolex-oyster-perpetual--id19972497.htm,,
19913938,Rolex Air-King 40 mm - Rf. 116900 - ungetragen & verklebt -...,Automatic,Steel,2021,Unworn,116900,Y,Y,Germany,Gröbenzell,40 mm,"S$13,643",https://www.chrono24.sg/rolex/rolex-air-king-40-mm---rf-116900---ungetragen--verklebt---bp-52021--id19913938.htm,,
19268589,Rolex : Daytona Cosmograph Chronograph: 116520 : Stainless...,Automatic,Steel,2014,Very good,116520,Y,Y,United States of America,"Texas, Austin",40 mm,"S$41,016",https://www.chrono24.sg/rolex/-daytona-cosmograph-chronograph-116520--stainless-steel--white-dial--id19268589.htm,,
9397484,Rolex 5330,Manual winding,White gold,2003,Unworn,Cellini madreperla oro bianco 18k - mod. 5330/9,Y,Y,Italy,Torino,43 x 38 mm,"S$8,040",https://www.chrono24.sg/rolex/5330--id9397484.htm,,
20335818,Rolex Cellini Moonphase 50535 New 2021,Automatic,Rose gold,2021,New,50535-0002,Y,Y,Italy,"Castel Mella , Brescia",39 mm,"S$37,359",https://www.chrono24.sg/rolex/rolex-cellini-moonphase-50535-new-2021--id20335818.htm,,
20602538,Rolex Submariner Date 16610 U Serial Mint Conditions Full Set...,Automatic,Steel,1998,Very good,16610,Y,Y,Italy,Terni,40 mm,"S$17,055",https://www.chrono24.sg/rolex/rolex-submariner-date-16610-u-serial-mint-conditions-full-set-1998--id20602538.htm,,
16892072,Rolex Day-Date,Automatic,Yellow gold,1983,Very good,18038,Y,N,United Kingdom,London,36 mm,"S$22,957",https://www.chrono24.sg/rolex/rolex-day-date--id16892072.htm,,
20246974,Rolex Yacht-Master 40 Rhodium Dial. 4/19 Card + Coffin,Automatic,Steel,2019,Very good,116622,N,Y,United States of America,"Pennsylvania, FORT WASHINGTON",40 mm,"S$20,439",https://www.chrono24.sg/rolex/rolex-yacht-master-40-rhodium-dial-419-card--coffin--id20246974.htm,,
20690253,Rolex Datejust 41 Jubilee Wimbledon,Automatic,Steel,2021,New,126334,Y,Y,Italy,Milano,41 mm,"S$21,847",https://www.chrono24.sg/rolex/rolex-datejust-41-jubilee-wimbledon--id20690253.htm,,
20610842,Rolex Datejust 41 Blue Index Dial Oyster Band B+P 2021,Automatic,Steel,2021,Very good,126300,Y,Y,Germany,Rheinstetten - Karlsruhe,41 x 48 mm,"S$14,619",https://www.chrono24.sg/rolex/rolex-datejust-41-blue-index-dial-oyster-band-bp-2021--id20610842.htm,,
20668139,Rolex Explorer 214270 2012 39mm inklusive Box & Papiere,Automatic,Steel,2012,Very good,214270,Y,Y,Germany,Frankfurt,39 mm,"S$13,401",https://www.chrono24.sg/rolex/rolex-explorer-214270-2012-39mm-inklusive-box--papiere--id20668139.htm,,
20195216,Rolex 2014 Sea-Dweller 40mm SD4K Box/Papers/Card 116600 SD4000,Automatic,Steel,2014,Very good,116600,Y,Y,United States of America,"California, Los Angeles",40 mm,"S$22,976",https://www.chrono24.sg/rolex/rolex-2014-sea-dweller-40mm-sd4k-boxpaperscard-116600-sd4000--id20195216.htm,,
20286207,Rolex Ladies Datejust 79173 Jubilee Diamond Dial 18k Yellow...,Automatic,Steel,2004,Very good,-,Y,Y,United States of America,"California, San Diego",-,"S$8,635",https://www.chrono24.sg/rolex/ladies-datejust-79173-jubilee-diamond-dial-18k-yellow-gold-steel-box-paper--id20286207.htm,,
20348954,Rolex Artisans De Geneve Daytona Mika Häkkinen Challenge 116520,Manual winding,Steel,2021,New,116520,Y,Y,United States of America,"Iowa, Des Moines",40 mm,"S$198,907",https://www.chrono24.sg/rolex/rolex-artisans-de-geneve-daytona-mika-haekkinen-challenge-116520--id20348954.htm,,
15281197,Rolex Sea-Dweller Deepsea 126660 Black Dial,Automatic,Steel,2018,Very good,126660,Y,Y,The Netherlands,Maastricht,44 mm,"S$20,223",https://www.chrono24.sg/rolex/sea-dweller-deepsea-126660-black-dial--id15281197.htm,,
20153835,Rolex Deep Sea D-Blue NEU von 12/2020 Full Set,Automatic,Steel,2020,New,126660,Y,Y,Germany,München,44 mm,"S$30,700",https://www.chrono24.sg/rolex/deep-sea-d-blue-neu-von-122020-full-set--id20153835.htm,,
18139727,Rolex Oyster Perpetual Datejust 16014,Automatic,Steel,1984,Very good,16014,N,N,Germany,Iffezheim,36 mm,"S$7,795",https://www.chrono24.sg/rolex/rolex-oyster-perpetual-datejust-16014--id18139727.htm,,
19207055,Rolex Explorer II Automatik Stahl Herrenuhr Oyster Perpetual...,Automatic,Steel,2013,Very good,216570,Y,Y,Germany,Karlsruhe,42 mm,"S$18,274",https://www.chrono24.sg/rolex/explorer-ii-automatik-stahl-herrenuhr-oyster-perpetual-216570-bp-lc100--id19207055.htm,,
20682779,Rolex GMT-Master II,Automatic,Steel,2019,Unworn,116710LN,Y,Y,Italy,Roma 00144,40 mm,"S$23,553",https://www.chrono24.sg/rolex/gmt-master-ii--id20682779.htm,,
20314250,Rolex Datejust 31,Automatic,Steel,2021,Unworn,278274,Y,Y,United Kingdom,London,31 mm,"S$15,146",https://www.chrono24.sg/rolex/rolex-datejust-31--id20314250.htm,,
10539643,Rolex Oyster Perpetual Date,Automatic,Yellow gold,1991,Very good,15238,Y,Y,Italy,Trieste,34 mm,"S$17,867",https://www.chrono24.sg/rolex/rolex-oyster-perpetual-date--id10539643.htm,,
15587567,Rolex Oyster Precision,Manual winding,Steel,1978,Very good,6466,N,N,Mexico,Celaya,31 x 34 mm,"S$3,209",https://www.chrono24.sg/rolex/oyster-precision--id15587567.htm,,
20691735,Rolex Daytona 116519 MOP Dial Rolex Serviced 06/2021,Automatic,White gold,2000,Very good,116519,N,N,France,Paris,40 mm,"S$51,166",https://www.chrono24.sg/rolex/rolex-daytona-116519-mop-dial-rolex-serviced-062021--id20691735.htm,,
19368161,Rolex Datejust 41 Stahl Iced Out 126300,Automatic,Steel,2020,Unworn,126300,Y,Y,Germany,Düsseldorf,41 mm,"S$27,597",https://www.chrono24.sg/rolex/datejust-41-stahl-iced-out-126300--id19368161.htm,,
20716641,Rolex 16234,Automatic,Steel,1992,Very good,Rolex 16234,N,Y,San Marino,Dogana,36 mm,"S$10,558",https://www.chrono24.sg/rolex/rolex-16234--id20716641.htm,,
19853134,Rolex Explorer II ref. 16570 black cal. 3185 like new Box & Paper,Automatic,Steel,1998,Very good,16570,Y,Y,Italy,Rassina,40 mm,"S$13,319",https://www.chrono24.sg/rolex/rolex-explorer-ii-ref-16570-black-cal-3185-like-new-box--paper--id19853134.htm,,
16654999,Rolex Daytona 6239 Paul Newman,Manual winding,Steel,1969,Very good,6239,Y,N,Italy,Roma,37 mm,"S$292,377",https://www.chrono24.sg/rolex/rolex-daytona-6239-paul-newman--id16654999.htm,,
20151196,Rolex Datejust 36 | NEU | 07/2021 | FullSet | Jubilee & Weissgold,Automatic,Steel,2021,New,126234,Y,Y,Germany,Freiburg i. Br.,36 mm,"S$17,055",https://www.chrono24.sg/rolex/rolex-datejust-36--neu--072021--fullset--jubilee--weissgold--id20151196.htm,,
20691047,Rolex Oyster Perpetual Datejust Silver 16014 1984,Automatic,Steel,1984,Very good,16014,N,N,The Netherlands,Opmeer,36 mm,"S$7,878",https://www.chrono24.sg/rolex/rolex-rolex-oyster-perpetual-datejust-silver-16014-1984--id20691047.htm,,
20708229,Rolex Red Sea-Dweller 43mm Mark II 50th Anniversary Steel...,Automatic,Steel,-,Very good,-,N,N,United States of America,"New York, Massapequa Park",43 mm,"S$20,293",https://www.chrono24.sg/rolex/red-sea-dweller-43mm-mark-ii-50th-anniversary-steel-126600-watch--id20708229.htm,,
18303451,Rolex Datejust '16030' Tapestry Dial,Automatic,Steel,1987,Good,16030,N,N,United States of America,"Florida, Miami Beach",36 x 44 mm,"S$8,368",https://www.chrono24.sg/rolex/rolex-datejust-16030-tapestry-dial--id18303451.htm,,
20675881,Rolex Submariner 16610,Automatic,Steel,1996,Very good,16610,N,N,United States of America,"New York, Hartsdale",40 mm,"S$13,375",https://www.chrono24.sg/rolex/submariner-16610--id20675881.htm,,
20245024,Rolex Milgauss Blue Green,Automatic,Steel,2016,Very good,116400GV,N,N,United Kingdom,Gateshead,40 mm,"S$13,717",https://www.chrono24.sg/rolex/rolex-milgauss-blue-green--id20245024.htm,,
19160530,Rolex Daytona Chronograph | NEU | 04/2021 | FullSet,Automatic,Steel,2021,New,116500LN,Y,Y,Germany,Freiburg i. Br.,40 mm,"S$56,689",https://www.chrono24.sg/rolex/rolex-daytona-chronograph--neu--042021--fullset--id19160530.htm,,
18303001,Rolex Oyster Perpetual w/ Black Concentric Dial,Automatic,Steel,2007,Very good,116000,N,N,United States of America,"Florida, Miami Beach",36 mm,"S$8,863",https://www.chrono24.sg/rolex/rolex-oyster-perpetual-w-black-concentric-dial--id18303001.htm,,
19993393,Rolex Submariner Ref 126040 - 41mm New 2021,Automatic,Steel,2021,New,124060-0001,Y,Y,Italy,Roma,41 mm,"S$22,497",https://www.chrono24.sg/rolex/rolex-submariner-ref-126040---41mm-new-2021--id19993393.htm,,
20018826,Rolex Datejust ref. 16200,Automatic,Steel,1994,Very good,16200 -- 1994,Y,N,Italy,"Roma, eOrologi",36 mm,"S$8,284",https://www.chrono24.sg/rolex/rolex-rolex-datejust-ref-16200--id20018826.htm,,
20082995,Rolex Day-Date II,Automatic,Platinum,2014,Very good,218206,Y,Y,Germany,Düsseldorf,41 mm,"S$87,551",https://www.chrono24.sg/rolex/rolex-day-date-ii--id20082995.htm,,
19726546,Rolex Daytona Everose Chocolate Dial,Automatic,Rose gold,-,Very good,116505,Y,Y,Italy,Milano,40 mm,"S$79,592",https://www.chrono24.sg/rolex/rolex-daytona-everose-chocolate-dial--id19726546.htm,,
20562966,Rolex GMT-Master II 116710LN NEW,Automatic,Steel,2019,New,116710LN,Y,Y,The Netherlands,Maastricht,40 mm,"S$26,720",https://www.chrono24.sg/rolex/gmt-master-ii-116710ln-new--id20562966.htm,,
20059226,"Rolex Explorer II ""chicchi di mais"" Top Condition",Automatic,Steel,1990,Good,16570,Y,N,Italy,Trezzano Sul Naviglio (MI),40 mm,"S$16,730",https://www.chrono24.sg/rolex/rolex-explorer-ii-chicchi-di-mais-top-condition--id20059226.htm,,
20036162,Rolex Sea-Dweller,Automatic,Gold/Steel,2020,Very good,126603,Y,Y,UAE,Dubai,43 mm,"S$22,634",https://www.chrono24.sg/rolex/sea-dweller--id20036162.htm,,
19987341,Rolex Datejust 36 Blu Jubilee 16220 Klein Blue,Automatic,Steel,1991,Very good,16220,Y,N,Italy,Bologna,-,"S$9,713",https://www.chrono24.sg/rolex/rolex-datejust-36-blu-jubilee-16220-klein-blue--id19987341.htm,,
18621458,Rolex Oyster Perpetual 39mm White Dial 2019 114300 FULLY...,Automatic,Steel,2019,Unworn,114300,Y,Y,United States of America,"New York, New York",39 mm,"S$15,083",https://www.chrono24.sg/rolex/rolex-oyster-perpetual-39mm-white-dial-2019-114300-fully-stickered--id18621458.htm,,
20124536,Rolex Explorer 36mm Stainless Steel Black Dial Automatic Mens...,Automatic,Steel,2002,Very good,-,N,N,United States of America,"New York, NYC",36 mm,"S$10,150",https://www.chrono24.sg/rolex/explorer-36mm-stainless-steel-black-dial-automatic-mens-watch-114270--id20124536.htm,,
20658563,Rolex Sky-Dweller 326934 Blue Jubilee 2021,Automatic,Steel,2021,New,326934,Y,Y,United States of America,"New Jersey, Totowa",42 mm,"S$44,581",https://www.chrono24.sg/rolex/rolex-sky-dweller-326934-blue-jubilee-2021--id20658563.htm,,
20700472,Rolex Sky-Dweller 326934 Blue Dial 2021 Jubilee New,Automatic,White gold,2021,New,326934,Y,Y,The Netherlands,Velp,42 mm,"S$47,089",https://www.chrono24.sg/rolex/rolex-sky-dweller-326934-blue-dial-2021-jubilee-new--id20700472.htm,,
19196376,Rolex Sea-Dweller Deepsea,Automatic,Steel,2021,New,116660,Y,Y,Hong Kong,,44 mm,"S$24,695",https://www.chrono24.sg/rolex/rolex-sea-dweller-deepsea--id19196376.htm,,
20199564,Rolex GMT-Master II,Automatic,Yellow gold,2009,Very good,116718LN,Y,Y,Italy,padova,40 mm,"S$71,470",https://www.chrono24.sg/rolex/gmt-master-ii--id20199564.htm,Top,
20038883,Rolex Daytona Nuovo full pellicole doppio cinturino full set...,Automatic,Rose gold,2015,New,116515ln,Y,Y,Italy,Sarnico,40 mm,"S$58,394",https://www.chrono24.sg/rolex/rolex-daytona-nuovo-full-pellicole-doppio-cinturino-full-set-con-documenti-e-scatola-rolex--id20038883.htm,,
20386466,Rolex Yacht-Master,Automatic,Gold/Steel,-,Very good,69623,N,N,Mexico,Queretaro,29 mm,"S$7,818",https://www.chrono24.sg/rolex/yacht-master--id20386466.htm,,
19120898,Rolex GMT-Master 16753 1981,Automatic,Gold/Steel,1981,Very good,16753,Y,N,France,Paris,40 mm,"S$15,918",https://www.chrono24.sg/rolex/rolex-gmt-master-16753-1981--id19120898.htm,,
20735239,Rolex Datejust,Automatic,Gold/Steel,1980,Good,6917,Y,N,United Kingdom,Radlett,26 mm,"S$4,763",https://www.chrono24.sg/rolex/rolex-datejust--id20735239.htm,,
17663760,Rolex GMT-Master II 116710LN full set,Automatic,Steel,-,Very good,116710LN,Y,Y,UAE,dubai,40 mm,"S$19,979",https://www.chrono24.sg/rolex/rolex-gmt-master-ii-116710ln-full-set--id17663760.htm,,
14500285,Rolex Submariner Date RRR - Full Stickers - LC EU Gar. Italia -,Automatic,Steel,2008,New,16610,Y,Y,Italy,Gioielleria Pesci 1896 - Fabriano,40 mm,"S$25,014",https://www.chrono24.sg/rolex/rolex-submariner-date-rrr---full-stickers---lc-eu-gar-italia----id14500285.htm,,
20659627,Rolex Submariner Date,Automatic,Steel,2004,Good,16610,N,N,United States of America,"Texas, Irving",40 mm,"S$13,375",https://www.chrono24.sg/rolex/submariner-date--id20659627.htm,Top,
9058551,Rolex Cosmograph Daytona Gelbgold 116508 Grün,Automatic,Yellow gold,2021,Unworn,116508,Y,Y,Germany,Bietigheim-Bissingen,40 mm,"S$119,875",https://www.chrono24.sg/rolex/rolex-cosmograph-daytona-gelbgold-116508-gruen--id9058551.htm,,
19642029,Rolex Datejust 36 Boxes Papers Porcelain White Dial Engine...,Automatic,Steel,1998,Unworn,16220,Y,Y,United States of America,"Pennsylvania, HARRISBURG",36 mm,"S$10,900",https://www.chrono24.sg/rolex/rolex-datejust-36-boxes-papers-porcelain-white-dial-engine-turned-bezel-stainless-steel--id19642029.htm,,
12658100,Rolex Daytona,Automatic,Rose gold,-,New,116505,Y,Y,Hong Kong,,40 mm,"S$81,669",https://www.chrono24.sg/rolex/daytona--id12658100.htm,,
19994013,Rolex Day-Date Stella Dial,Automatic,Yellow gold,1984,Unworn,18038,Y,N,Switzerland,Ascona,36 mm,"S$101,015",https://www.chrono24.sg/rolex/rolex-day-date-stella-dial--id19994013.htm,,
19782933,Rolex Stella Dial Novelty 2021 Oyster Perpetual 36 Bright Blue...,Automatic,Steel,2021,New,126000,Y,Y,United States of America,"California, Los Angeles",36 x 41 mm,"S$12,140",https://www.chrono24.sg/rolex/rolex-stella-dial-novelty-2021-oyster-perpetual-36-bright-blue-new-green-card--id19782933.htm,,
20339874,Rolex Explorer II - Swiss Only-1999-A Serial,Automatic,Steel,1999,Very good,16570,Y,Y,United States of America,"Pennsylvania, Irwin",40 mm,"S$12,345",https://www.chrono24.sg/rolex/explorer-ii---swiss-only-1999-a-serial--id20339874.htm,,
20075958,Rolex 1976 Datejust 16013,Automatic,Gold/Steel,1976,Good,16013,N,N,United Kingdom,London,36 mm,"S$8,754",https://www.chrono24.sg/rolex/rolex-1976-datejust-16013--id20075958.htm,,
19219957,Rolex Daytona Black MOP Diamond Dial Black PVD/DLC Coated...,Automatic,Steel,-,Unworn,116523,Y,Y,United States of America,"New York, New York",40 mm,"S$36,078",https://www.chrono24.sg/rolex/daytona-black-mop-diamond-dial-black-pvddlc-coated-watch-116523--id19219957.htm,,
8252760,Rolex Daytona 116520 Green Emeralds gold bezel Full Set,Automatic,Steel,-,Very good,116520,Y,Y,Italy,Rimini,40 mm,"S$43,126",https://www.chrono24.sg/rolex/daytona-116520-green-emeralds-gold-bezel-full-set--id8252760.htm,,
20667180,Rolex Submariner,Automatic,White gold,2021,New,116659SABR,Y,N,Italy,Caserta,40 mm,"S$219,283",https://www.chrono24.sg/rolex/rolex-submariner--id20667180.htm,,
20749206,Rolex Submariner No Date 14060,Automatic,Steel,-,Very good,14060M-0001,Y,Y,United States of America,"Pennsylvania, Bala Cynwyd",40 mm,"S$15,021",https://www.chrono24.sg/rolex/submariner-no-date-14060--id20749206.htm,,
17409243,Rolex Oyster Perpetual 36mm Green Dial 126000 2020,Automatic,Steel,2020,Unworn,126000,Y,Y,United States of America,"New York, New York",36 mm,"S$13,910",https://www.chrono24.sg/rolex/rolex-oyster-perpetual-36mm-green-dial-126000-2020--id17409243.htm,,
20729185,Rolex Datejust 41mm Rhodium NEW 2021,Automatic,Steel,2021,New,126334,Y,Y,Greece,Athens,41 mm,"S$19,151",https://www.chrono24.sg/rolex/rolex-datejust-41mm-rhodium-new-2021--id20729185.htm,,
20203182,Rolex Submariner Date,Automatic,Steel,1983,Very good,16800,N,Y,United States of America,"New York, New York",40 mm,"S$18,519",https://www.chrono24.sg/rolex/submariner-date--id20203182.htm,,
18885918,Rolex Daytona 116520 full set open garantie,Automatic,Steel,2015,Unworn,116520,Y,Y,Switzerland,Geneve,40 mm,"S$42,651",https://www.chrono24.sg/rolex/rolex-daytona-116520-full-set-open-garantie--id18885918.htm,,
12583443,Rolex Datejust 41 Wimbledon Smooth Bezel - Slate Green Roman Dial,Automatic,Steel,2020,Unworn,126300-0007,Y,Y,United States of America,"New York, NEW YORK",41 mm,"S$16,221",https://www.chrono24.sg/rolex/rolex-datejust-41-wimbledon-smooth-bezel---slate-green-roman-dial--id12583443.htm,,
20750785,Rolex Datejust Olive Green Palm Motif,Automatic,Steel,2021,Unworn,126200,Y,Y,Italy,Milano,36 mm,"S$20,954",https://www.chrono24.sg/rolex/datejust-olive-green-palm-motif--id20750785.htm,,
20458853,"Rolex Cosmograph Daytona - ""Paul Newman"" - NEW JUNE 2021",Automatic,Yellow gold,2021,New,116518LN-0039,Y,Y,United Kingdom,Edinburgh,40 mm,"S$64,584",https://www.chrono24.sg/rolex/rolex-cosmograph-daytona---paul-newman---new-june-2021--id20458853.htm,,
20715617,Rolex Oyster Date Lady 69173 Steel & 18 Kt Gold YEAR 1983 JUST...,Automatic,Gold/Steel,1983,Very good,69173,Y,N,Italy,Campobasso,26 mm,"S$4,857",https://www.chrono24.sg/rolex/rolex-oyster-date-lady-69173-steel--18-kt-gold-year-1983-just-serviced-automatic-with-box--id20715617.htm,,
15643894,Rolex Oyster Perpetual 36mm Blue Dial 116000 Unworn 2019...,Automatic,Steel,2019,Unworn,116000,Y,Y,United States of America,"New York, New York",36 mm,"S$13,711",https://www.chrono24.sg/rolex/rolex-oyster-perpetual-36mm-blue-dial-116000-unworn-2019-discontinued--id15643894.htm,,
18143209,"Rolex Yacht-Master 116622, Strichindizes, 2018, Sehr Gut,...",Automatic,Steel,2018,Very good,116622,Y,N,Germany,Berlin,40 mm,"S$18,274",https://www.chrono24.sg/rolex/yacht-master-116622-strichindizes-2018-sehr-gut-gehaeuse-stahl-band-stahl--id18143209.htm,,
20746282,Rolex Lady-Datejust,Automatic,Gold/Steel,1977,Good,69173,N,N,Spain,Madrid,26 mm,"S$4,386",https://www.chrono24.sg/rolex/rolex-lady-datejust--id20746282.htm,,
20623893,Rolex Day-Date President 36MM,Automatic,Yellow gold,2017,New,118238,Y,Y,Canada,"Montreal,Quebec",36 x 43 mm,"S$52,260",https://www.chrono24.sg/rolex/rolex-day-date-president-36mm--id20623893.htm,,
20712292,Rolex Daytona 40mm Steel Ceramic Bezel 116500LN LC100 Germany...,Automatic,Steel,2016,Very good,116500LN,Y,Y,Germany,Hannover,40 mm,"S$47,753",https://www.chrono24.sg/rolex/rolex-daytona-40mm-steel-ceramic-bezel-116500ln-lc100-germany-2016-like-new--id20712292.htm,,
20746410,Rolex Day-Date President,Automatic,Yellow gold,1993,Very good,18238,Y,Y,Italy,Casale Monferrato,36 mm,"S$36,872",https://www.chrono24.sg/rolex/rolex-day-date-president--id20746410.htm,,
19401322,Rolex Sea - Dweller 4000,Automatic,Steel,2017,Very good,116600,Y,Y,Italy,Brescia,40 mm,"S$24,202",https://www.chrono24.sg/rolex/sea---dweller-4000--id19401322.htm,,
14921767,Rolex Sea-Dweller Deepsea Black (New Full Set),Automatic,Steel,-,New,126660,Y,Y,Hong Kong,,44 mm,"S$20,991",https://www.chrono24.sg/rolex/rolex-sea-dweller-deepsea-black-new-full-set--id14921767.htm,,
17302362,Rolex Daytona rainbow customized,Automatic,Rose gold,2021,New,116505,Y,Y,UAE,Dubai,40 mm,"S$112,295",https://www.chrono24.sg/rolex/rolex-daytona-rainbow-customized--id17302362.htm,,
19402525,"Rolex Daytona 116508, 2020, Eu, Discontinued, Tahitian Mother...",Automatic,Yellow gold,2020,Unworn,116508,Y,Y,Germany,Koblenz,40 mm,"S$113,686",https://www.chrono24.sg/rolex/rolex-daytona-116508-2020-eu-discontinued-tahitian-mother-of-pearl-diamond-dial-unworn-mop--id19402525.htm,,
18549551,Rolex Air King Precision,Automatic,Steel,2000,Good,14000,N,N,Switzerland,Schwerzenbach,34 mm,"S$5,687",https://www.chrono24.sg/rolex/air-king-precision--id18549551.htm,,
20471456,Rolex Datejust Neuheit 2021 - Edelstahl - Armband Edelstahl /...,Automatic,Steel,2021,Unworn,126200,Y,Y,Germany,Stuttgart,36 mm,"S$16,242",https://www.chrono24.sg/rolex/datejust-neuheit-2021---edelstahl---armband-edelstahl--oyster---36mm---ungetragen--id20471456.htm,,
20579947,Rolex Sky-Dweller 42mm 18ct Gold/Steel Black Dial Warranty...,Automatic,Gold/Steel,2020,Very good,326933,Y,Y,United Kingdom,Keighley,42 mm,"S$31,339",https://www.chrono24.sg/rolex/rolex-sky-dweller-42mm-18ct-goldsteel-black-dial-warranty-2020-bp--id20579947.htm,,
16614984,Rolex Submariner 5513 Vintage,Automatic,Steel,1967,Good,5513,N,N,France,Paris,40 mm,"S$19,492",https://www.chrono24.sg/rolex/rolex-submariner-5513-vintage--id16614984.htm,,
20596724,Rolex Explorer II 16570,Automatic,Steel,-,Very good,16570,Y,N,United States of America,"Pennsylvania, Bala Cynwyd",40 mm,"S$15,021",https://www.chrono24.sg/rolex/explorer-ii-16570--id20596724.htm,,
11098648,Rolex GMT-Master,Automatic,Steel,1983,Very good,16750,Y,Y,Saudi Arabia,Riyadh,40 mm,"S$23,992",https://www.chrono24.sg/rolex/gmt-master--id11098648.htm,,
19441142,Rolex Day-Date 36,Automatic,Yellow gold,1988,Very good,18078,Y,N,United States of America,"Florida, Tallahassee",36 mm,"S$19,891",https://www.chrono24.sg/rolex/day-date-36--id19441142.htm,Top,
20284607,Rolex Datejust BLUE DIAL 126200 NEW 2021 Oyster,Automatic,Steel,2021,New,126200,Y,Y,Italy,Caronno Pertusella,36 mm,"S$13,319",https://www.chrono24.sg/rolex/rolex-rolex-datejust-blue-dial-126200-new-2021-oyster--id20284607.htm,,
20341119,Rolex Oyster Precision Gold Mickey Mouse 6694 Topolino,Manual winding,-,-,Very good,6694,N,N,Italy,Grosseto,34 x 40 mm,"S$7,958",https://www.chrono24.sg/rolex/oyster-precision-gold-mickey-mouse-6694-topolino--id20341119.htm,,
18559205,Rolex Day-Date,Automatic,White gold,2011,Very good,118239,Y,Y,Germany,Hamburg,36 x 43 mm,"S$46,943",https://www.chrono24.sg/rolex/rolex-day-date--id18559205.htm,,
20526418,Rolex Oyster Perpetual DATE 18ct Gelbgold von 1969 mit Oyster...,Automatic,Yellow gold,1969,Good,1503,N,N,Germany,Berlin,36 mm,"S$19,329",https://www.chrono24.sg/rolex/rolex-rolex-oyster-perpetual-date-18ct-gelbgold-von-1969-mit-oyster---gelbgold-armband--id20526418.htm,,
20520475,Rolex Daytona Champagne Dial Two Tone 18K/SS Box/Card/Papers...,Automatic,Gold/Steel,2021,New,116503,Y,Y,United States of America,"California, Los Angeles",40 mm,"S$32,921",https://www.chrono24.sg/rolex/rolex-daytona-champagne-dial-two-tone-18kss-boxcardpapers-116503--id20520475.htm,,
